timestamp,month,hour,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,cnt
19/07/2015 19:00,7,19,23.5,22.5,25.5,22,1,0,1,1,2421
19/07/2015 20:00,7,20,22.5,21.5,23.5,21,1,0,1,1,1834
19/07/2015 21:00,7,21,20.5,20.5,30.5,16,1,0,1,1,1355
19/07/2015 22:00,7,22,20,20,36.5,9,1,0,1,1,934
19/07/2015 23:00,7,23,18.5,18.5,51.5,8,1,0,1,1,637
20/07/2015 0:00,7,0,18,18,70.5,9,1,0,0,1,387
20/07/2015 1:00,7,1,17.5,17.5,75,5,1,0,0,1,201
20/07/2015 2:00,7,2,17,17,77,5.5,1,0,0,1,143
20/07/2015 3:00,7,3,17,17,77,6.5,1,0,0,1,97
20/07/2015 4:00,7,4,17,17,77,5.5,4,0,0,1,66
20/07/2015 5:00,7,5,17,17,77,5,4,0,0,1,129
20/07/2015 6:00,7,6,18,18,75.5,6.5,3,0,0,1,716
20/07/2015 7:00,7,7,18,18,75.5,7,3,0,0,1,1834
20/07/2015 8:00,7,8,17.5,17.5,77.5,7.5,7,0,0,1,2418
20/07/2015 9:00,7,9,17,17,85.5,7.5,7,0,0,1,1921
20/07/2015 10:00,7,10,17.5,17.5,91,8,3,0,0,1,982
20/07/2015 11:00,7,11,19.5,19.5,83,8,3,0,0,1,982
20/07/2015 12:00,7,12,21,21,78,13,3,0,0,1,1412
20/07/2015 16:00,7,16,23,23,71.5,25,3,0,0,1,2269
20/07/2015 17:00,7,17,23,23,71.5,24,2,0,0,1,4223
20/07/2015 18:00,7,18,22,22,75.5,23,3,0,0,1,3880
20/07/2015 19:00,7,19,21,21,83,23,7,0,0,1,2134
20/07/2015 20:00,7,20,21,21,83,19.5,3,0,0,1,1406
20/07/2015 21:00,7,21,20.5,20.5,78,24,2,0,0,1,952
20/07/2015 22:00,7,22,20,20,78,25,2,0,0,1,589
20/07/2015 23:00,7,23,19.5,19.5,75.5,23,3,0,0,1,422
21/07/2015 0:00,7,0,18.5,18.5,62,31.5,3,0,0,1,265
21/07/2015 1:00,7,1,17,17,70.5,22,1,0,0,1,145
21/07/2015 2:00,7,2,17,17,70.5,23,1,0,0,1,86
21/07/2015 3:00,7,3,16,16,77,18.5,1,0,0,1,58
21/07/2015 4:00,7,4,16,16,77,17,1,0,0,1,48
21/07/2015 5:00,7,5,16,16,77,18,1,0,0,1,150
21/07/2015 6:00,7,6,16,16,74.5,18.5,1,0,0,1,819
21/07/2015 7:00,7,7,17.5,17.5,66,19.5,1,0,0,1,2455
21/07/2015 8:00,7,8,19,19,64,24,1,0,0,1,4618
21/07/2015 9:00,7,9,19.5,19.5,62,24,2,0,0,1,2572
21/07/2015 10:00,7,10,21.5,21.5,53.5,20,2,0,0,1,1345
21/07/2015 11:00,7,11,22.5,22.5,51.5,18.5,2,0,0,1,1359
21/07/2015 12:00,7,12,24,24,45.5,25,2,0,0,1,1714
21/07/2015 13:00,7,13,24.5,24.5,44.5,21,3,0,0,1,1741
21/07/2015 14:00,7,14,25.5,25.5,40.5,21,2,0,0,1,1629
21/07/2015 15:00,7,15,24.5,24.5,40,26,1,0,0,1,1816
21/07/2015 16:00,7,16,25,25,36,27,1,0,0,1,2577
21/07/2015 17:00,7,17,24.5,24.5,38.5,29,1,0,0,1,4666
21/07/2015 18:00,7,18,23.5,23.5,42.5,28,1,0,0,1,4753
21/07/2015 19:00,7,19,22.5,22.5,53.5,26,2,0,0,1,2841
21/07/2015 20:00,7,20,21,21,60,21.5,2,0,0,1,2000
21/07/2015 21:00,7,21,20,20,64,18.5,1,0,0,1,1458
21/07/2015 22:00,7,22,19,19,66,20,1,0,0,1,963
21/07/2015 23:00,7,23,19,19,64,20,2,0,0,1,618
22/07/2015 0:00,7,0,18.5,18.5,66,15,2,0,0,1,358
22/07/2015 1:00,7,1,17.5,17.5,72.5,14,1,0,0,1,179
22/07/2015 2:00,7,2,17,17,77,15,1,0,0,1,124
22/07/2015 3:00,7,3,16.5,16.5,77,13,1,0,0,1,93
22/07/2015 4:00,7,4,16,16,77,10,1,0,0,1,57
22/07/2015 5:00,7,5,16,16,77,9,1,0,0,1,161
22/07/2015 6:00,7,6,17,17,73,13,1,0,0,1,804
22/07/2015 7:00,7,7,18.5,18.5,66,16,2,0,0,1,2574
22/07/2015 8:00,7,8,19,19,64,20.5,2,0,0,1,4654
22/07/2015 9:00,7,9,20.5,20.5,58.5,19.5,2,0,0,1,2492
22/07/2015 10:00,7,10,21,21,53.5,19.5,2,0,0,1,1267
22/07/2015 11:00,7,11,22,21.5,48.5,21,2,0,0,1,1268
22/07/2015 12:00,7,12,22.5,22,45.5,23,2,0,0,1,1666
22/07/2015 13:00,7,13,22.5,22,47,24,2,0,0,1,1709
22/07/2015 14:00,7,14,21.5,21,50,24,1,0,0,1,1637
22/07/2015 15:00,7,15,21.5,21,50,28,7,0,0,1,1537
22/07/2015 16:00,7,16,19,19,62,24,7,0,0,1,2080
22/07/2015 17:00,7,17,20,20,60.5,19,2,0,0,1,4148
22/07/2015 18:00,7,18,21,21,57,16,2,0,0,1,4307
22/07/2015 19:00,7,19,20.5,20.5,58.5,15,2,0,0,1,2393
22/07/2015 20:00,7,20,19.5,19.5,54.5,17,2,0,0,1,1692
22/07/2015 21:00,7,21,19,19,56,16,2,0,0,1,1187
22/07/2015 22:00,7,22,19,19,54,15.5,1,0,0,1,898
22/07/2015 23:00,7,23,18.5,18.5,58,19,1,0,0,1,630
23/07/2015 0:00,7,0,17.5,17.5,62,14,1,0,0,1,313
23/07/2015 1:00,7,1,16.5,16.5,66,16,1,0,0,1,177
23/07/2015 2:00,7,2,15.5,15.5,70,10,1,0,0,1,102
23/07/2015 3:00,7,3,14.5,14.5,74.5,11,1,0,0,1,88
23/07/2015 4:00,7,4,14,14,77,13,1,0,0,1,70
23/07/2015 5:00,7,5,13.5,13.5,79.5,14,1,0,0,1,154
23/07/2015 6:00,7,6,14,14,77,14,1,0,0,1,795
23/07/2015 7:00,7,7,15,15,72,13,2,0,0,1,2491
23/07/2015 8:00,7,8,16.5,16.5,66,14,2,0,0,1,4536
23/07/2015 9:00,7,9,17,17,64,14,2,0,0,1,2389
23/07/2015 10:00,7,10,18,18,60,14,2,0,0,1,1357
23/07/2015 11:00,7,11,18.5,18.5,56,14,2,0,0,1,1277
23/07/2015 12:00,7,12,20,20,47.5,14,2,0,0,1,1716
23/07/2015 13:00,7,13,20.5,20.5,44.5,15,2,0,0,1,1857
23/07/2015 14:00,7,14,21.5,21,40.5,18,1,0,0,1,1781
23/07/2015 15:00,7,15,21,21,41.5,17,1,0,0,1,1738
23/07/2015 16:00,7,16,21,21,43,18.5,1,0,0,1,2467
23/07/2015 17:00,7,17,21.5,21,39,15,1,0,0,1,4242
23/07/2015 18:00,7,18,21,21,40,14,1,0,0,1,4079
23/07/2015 19:00,7,19,21,21,40,14,1,0,0,1,2594
23/07/2015 20:00,7,20,20,20,43,13,1,0,0,1,1783
23/07/2015 21:00,7,21,20,20,47.5,8,1,0,0,1,1308
23/07/2015 22:00,7,22,19,19,54,11,2,0,0,1,1014
23/07/2015 23:00,7,23,19,19,52,7,1,0,0,1,764
24/07/2015 0:00,7,0,18.5,18.5,52.5,8,1,0,0,1,433
24/07/2015 1:00,7,1,18,18,56,7.5,1,0,0,1,268
24/07/2015 2:00,7,2,17.5,17.5,56,6,1,0,0,1,156
24/07/2015 3:00,7,3,17,17,59,5.5,1,0,0,1,113
24/07/2015 4:00,7,4,17,17,59,6,1,0,0,1,70
24/07/2015 5:00,7,5,17,17,59,6.5,1,0,0,1,143
24/07/2015 6:00,7,6,17,17,59,8.5,1,0,0,1,679
24/07/2015 7:00,7,7,16.5,16.5,63.5,11,1,0,0,1,1957
24/07/2015 8:00,7,8,17,17,64,11,7,0,0,1,3524
24/07/2015 9:00,7,9,17,17,70.5,10,7,0,0,1,1760
24/07/2015 10:00,7,10,17,17,70.5,8,7,0,0,1,703
24/07/2015 11:00,7,11,16.5,16.5,80,7,7,0,0,1,344
24/07/2015 12:00,7,12,16,16,77,7.5,7,0,0,1,338
24/07/2015 13:00,7,13,16,16,83,13,7,0,0,1,295
24/07/2015 14:00,7,14,15,15,88,19,7,0,0,1,293
24/07/2015 15:00,7,15,15,15,88,19.5,7,0,0,1,243
24/07/2015 16:00,7,16,14,14,91,14,7,0,0,1,269
24/07/2015 17:00,7,17,14,14,94,17,7,0,0,1,907
24/07/2015 18:00,7,18,14,14,91,19,3,0,0,1,1490
24/07/2015 19:00,7,19,14.5,14.5,88,16,7,0,0,1,674
24/07/2015 20:00,7,20,14,14,94,15,3,0,0,1,367
24/07/2015 21:00,7,21,14,14,88,15,3,0,0,1,407
24/07/2015 22:00,7,22,14,14,88,14,7,0,0,1,398
24/07/2015 23:00,7,23,14,14,91,11,7,0,0,1,203
25/07/2015 0:00,7,0,14,14,91,16,7,0,1,1,189
25/07/2015 1:00,7,1,14,14,88,15,7,0,1,1,160
25/07/2015 2:00,7,2,13,13,88,19.5,7,0,1,1,111
25/07/2015 3:00,7,3,13,13,82,23,7,0,1,1,83
25/07/2015 4:00,7,4,12.5,12.5,85,19.5,7,0,1,1,112
25/07/2015 5:00,7,5,12.5,12.5,85,16,3,0,1,1,105
25/07/2015 6:00,7,6,13.5,13.5,82.5,22,2,0,1,1,139
25/07/2015 7:00,7,7,13.5,13.5,79.5,26,2,0,1,1,269
25/07/2015 8:00,7,8,14.5,14.5,70,25,2,0,1,1,595
25/07/2015 9:00,7,9,15.5,15.5,63.5,28,2,0,1,1,1069
25/07/2015 10:00,7,10,16,16,55.5,29.5,2,0,1,1,1569
25/07/2015 11:00,7,11,17.5,17.5,49,28,2,0,1,1,2112
25/07/2015 12:00,7,12,18,18,49,26,2,0,1,1,2626
25/07/2015 13:00,7,13,19,19,43,24,1,0,1,1,2742
25/07/2015 14:00,7,14,19.5,19.5,41.5,25,1,0,1,1,2876
25/07/2015 15:00,7,15,19.5,19.5,44.5,22,1,0,1,1,3105
25/07/2015 16:00,7,16,20,20,44.5,18,1,0,1,1,2909
25/07/2015 17:00,7,17,20,20,46,17.5,1,0,1,1,2737
25/07/2015 18:00,7,18,20.5,20.5,44.5,10,1,0,1,1,2460
25/07/2015 19:00,7,19,20,20,44.5,7.5,1,0,1,1,2147
25/07/2015 20:00,7,20,20,20,46,12,1,0,1,1,1649
25/07/2015 21:00,7,21,19,19,49,12.5,1,0,1,1,1113
25/07/2015 22:00,7,22,18.5,18.5,50.5,17,1,0,1,1,887
25/07/2015 23:00,7,23,17,17,59,19,1,0,1,1,844
26/07/2015 0:00,7,0,16,16,63,15,1,0,1,1,733
26/07/2015 1:00,7,1,15,15,68,12,1,0,1,1,605
26/07/2015 2:00,7,2,15,15,68,13,1,0,1,1,469
26/07/2015 3:00,7,3,14,14,72,12,1,0,1,1,344
26/07/2015 4:00,7,4,14,14,69.5,9,1,0,1,1,222
26/07/2015 5:00,7,5,14,14,65,7,1,0,1,1,149
26/07/2015 6:00,7,6,15,15,61,7.5,1,0,1,1,163
26/07/2015 7:00,7,7,15.5,15.5,72,10,1,0,1,1,216
26/07/2015 8:00,7,8,16,16,68,16,2,0,1,1,337
26/07/2015 9:00,7,9,15.5,15.5,77,16,7,0,1,1,273
26/07/2015 10:00,7,10,15,15,88,14,7,0,1,1,209
26/07/2015 11:00,7,11,14,14,88,19.5,7,0,1,1,239
26/07/2015 12:00,7,12,14,14,85,13,3,0,1,1,585
26/07/2015 13:00,7,13,14,14,88,16,3,0,1,1,602
26/07/2015 14:00,7,14,14.5,14.5,85,19.5,7,0,1,1,615
26/07/2015 15:00,7,15,15,15,82,19.5,7,0,1,1,806
26/07/2015 16:00,7,16,15,15,88,19.5,7,0,1,1,786
26/07/2015 17:00,7,17,16,16,85.5,20,7,0,1,1,1064
26/07/2015 18:00,7,18,17,17,85.5,19.5,3,0,1,1,1069
26/07/2015 19:00,7,19,18,18,83,20,2,0,1,1,879
26/07/2015 20:00,7,20,18,18,78,20,2,0,1,1,770
26/07/2015 21:00,7,21,17.5,17.5,80.5,24,2,0,1,1,521
26/07/2015 22:00,7,22,17,17,80,24,3,0,1,1,432
26/07/2015 23:00,7,23,16,16,83,24,3,0,1,1,310
27/07/2015 0:00,7,0,16,16,83,24,7,0,0,1,211
27/07/2015 1:00,7,1,16,16,83,23,7,0,0,1,122
27/07/2015 2:00,7,2,16,16,83,23,3,0,0,1,78
27/07/2015 3:00,7,3,16,16,83,22,7,0,0,1,33
27/07/2015 4:00,7,4,16,16,83,26,4,0,0,1,46
27/07/2015 5:00,7,5,16,16,83,27,4,0,0,1,108
27/07/2015 6:00,7,6,16.5,16.5,80,26,3,0,0,1,635
27/07/2015 7:00,7,7,17,17,77,26,3,0,0,1,1935
27/07/2015 8:00,7,8,17.5,17.5,75,30.5,3,0,0,1,3834
27/07/2015 9:00,7,9,17,17,77,30,3,0,0,1,1892
27/07/2015 10:00,7,10,19,19,64,24,3,0,0,1,1016
27/07/2015 11:00,7,11,19,19,64,30.5,3,0,0,1,948
27/07/2015 12:00,7,12,20.5,20.5,58.5,27,2,0,0,1,1312
27/07/2015 13:00,7,13,20.5,20.5,54.5,33,3,0,0,1,1479
27/07/2015 14:00,7,14,21,21,50,32,2,0,0,1,1344
27/07/2015 15:00,7,15,20,20,49,37,2,0,0,1,1494
27/07/2015 16:00,7,16,19.5,19.5,50.5,35,3,0,0,1,2001
27/07/2015 17:00,7,17,19,19,52,30.5,2,0,0,1,3881
27/07/2015 18:00,7,18,19,19,52,31,3,0,0,1,3903
27/07/2015 19:00,7,19,18,18,56,31,2,0,0,1,2271
27/07/2015 20:00,7,20,18,18,56,28,2,0,0,1,1413
27/07/2015 21:00,7,21,17,17,59,28,2,0,0,1,888
27/07/2015 22:00,7,22,16,16,68,26,3,0,0,1,646
27/07/2015 23:00,7,23,16,16,72,26.5,3,0,0,1,414
28/07/2015 0:00,7,0,16,16,72,28.5,3,0,0,1,259
28/07/2015 1:00,7,1,16,16,72,31,7,0,0,1,175
28/07/2015 2:00,7,2,15.5,15.5,74.5,30.5,7,0,0,1,94
28/07/2015 3:00,7,3,15,15,77,27,4,0,0,1,64
28/07/2015 4:00,7,4,15,15,74.5,26,3,0,0,1,51
28/07/2015 5:00,7,5,15,15,72,29.5,4,0,0,1,139
28/07/2015 6:00,7,6,14,14,77,22,2,0,0,1,799
28/07/2015 7:00,7,7,15.5,15.5,70,27,2,0,0,1,2414
28/07/2015 8:00,7,8,16.5,16.5,61,33,2,0,0,1,4471
28/07/2015 9:00,7,9,17,17,56,34,2,0,0,1,2124
28/07/2015 10:00,7,10,17.5,17.5,54,31.5,3,0,0,1,1119
28/07/2015 11:00,7,11,18.5,18.5,50.5,34,3,0,0,1,1165
28/07/2015 12:00,7,12,19,19,49,32.5,3,0,0,1,1541
28/07/2015 13:00,7,13,19.5,19.5,46,37,2,0,0,1,1472
28/07/2015 14:00,7,14,20,20,43,29,2,0,0,1,1553
28/07/2015 15:00,7,15,20,20,43,28,1,0,0,1,1642
28/07/2015 16:00,7,16,20,20,43,31,1,0,0,1,2181
28/07/2015 17:00,7,17,20,20,43,28,2,0,0,1,4090
28/07/2015 18:00,7,18,19,19,49,25.5,7,0,0,1,4200
28/07/2015 19:00,7,19,18,18,47.5,27,1,0,0,1,2527
28/07/2015 20:00,7,20,17,17,56,20.5,2,0,0,1,1613
28/07/2015 21:00,7,21,16,16,63,16,3,0,0,1,1100
28/07/2015 22:00,7,22,16,16,55,20,1,0,0,1,774
28/07/2015 23:00,7,23,15,15,63,20,1,0,0,1,534
29/07/2015 0:00,7,0,14.5,14.5,65,20.5,1,0,0,1,270
29/07/2015 1:00,7,1,14,14,67,19.5,1,0,0,1,146
29/07/2015 2:00,7,2,13,13,77,20,1,0,0,1,102
29/07/2015 3:00,7,3,12.5,12.5,79.5,18,1,0,0,1,60
29/07/2015 4:00,7,4,12,12,77,19,1,0,0,1,50
29/07/2015 5:00,7,5,12,12,79.5,19.5,1,0,0,1,137
29/07/2015 6:00,7,6,12,12,77,17,2,0,0,1,764
29/07/2015 7:00,7,7,13.5,13.5,69.5,19,2,0,0,1,2355
29/07/2015 8:00,7,8,14.5,14.5,65,20.5,2,0,0,1,4457
29/07/2015 9:00,7,9,16,16,59.5,22,2,0,0,1,2271
29/07/2015 10:00,7,10,16.5,16.5,53.5,21,2,0,0,1,1256
29/07/2015 11:00,7,11,17.5,17.5,50.5,24,2,0,0,1,1247
29/07/2015 12:00,7,12,18,18,47.5,21.5,3,0,0,1,1564
29/07/2015 13:00,7,13,18,18,49,19,2,0,0,1,1666
29/07/2015 14:00,7,14,18.5,18.5,47.5,22,2,0,0,1,1522
29/07/2015 15:00,7,15,19,19,46,20,2,0,0,1,1785
29/07/2015 16:00,7,16,19,19,46,19,2,0,0,1,2222
29/07/2015 17:00,7,17,19,19,46,19.5,2,0,0,1,4029
29/07/2015 18:00,7,18,18,18,54,22,2,0,0,1,4023
29/07/2015 19:00,7,19,18,18,54,18.5,1,0,0,1,2627
29/07/2015 20:00,7,20,17,17,60,21.5,2,0,0,1,1652
29/07/2015 21:00,7,21,16,16,63,16,2,0,0,1,1159
29/07/2015 22:00,7,22,16,16,63,17,1,0,0,1,778
29/07/2015 23:00,7,23,15.5,15.5,65.5,16,2,0,0,1,619
30/07/2015 0:00,7,0,15,15,70,14,7,0,0,1,318
30/07/2015 1:00,7,1,15,15,68,14,3,0,0,1,178
30/07/2015 2:00,7,2,15,15,68,15,3,0,0,1,121
30/07/2015 3:00,7,3,14,14,72,15,1,0,0,1,46
30/07/2015 4:00,7,4,14,14,72,15,1,0,0,1,58
30/07/2015 5:00,7,5,13,13,74.5,14,2,0,0,1,142
30/07/2015 6:00,7,6,13,13,72,12,2,0,0,1,730
30/07/2015 7:00,7,7,14,14,67,17.5,2,0,0,1,2330
30/07/2015 8:00,7,8,15,15,61,19,2,0,0,1,4268
30/07/2015 9:00,7,9,15.5,15.5,59,20.5,3,0,0,1,2321
30/07/2015 10:00,7,10,16,16,57,18,2,0,0,1,1218
30/07/2015 11:00,7,11,16.5,16.5,55.5,19.5,2,0,0,1,1075
30/07/2015 12:00,7,12,17,17,54,19,2,0,0,1,1587
30/07/2015 13:00,7,13,17,17,52,19,2,0,0,1,1581
30/07/2015 14:00,7,14,18,18,52,19,2,0,0,1,1558
30/07/2015 15:00,7,15,19,19,43,14,2,0,0,1,1719
30/07/2015 16:00,7,16,19,19,43,15,1,0,0,1,2314
30/07/2015 17:00,7,17,18,18,50.5,14,2,0,0,1,3820
30/07/2015 18:00,7,18,18,18,50.5,13,2,0,0,1,3771
30/07/2015 19:00,7,19,18,18,49,9,1,0,0,1,2583
30/07/2015 20:00,7,20,17,17,56,15,1,0,0,1,1657
30/07/2015 21:00,7,21,16,16,61,12,1,0,0,1,1189
30/07/2015 22:00,7,22,15,15,68,9,1,0,0,1,899
30/07/2015 23:00,7,23,14.5,14.5,70,5,1,0,0,1,662
31/07/2015 0:00,7,0,14,14,74.5,6,1,0,0,1,472
31/07/2015 1:00,7,1,14,14,72,3,1,0,0,1,253
31/07/2015 2:00,7,2,13,13,82,5,1,0,0,1,173
31/07/2015 3:00,7,3,12,12,88,6,1,0,0,1,107
31/07/2015 4:00,7,4,11.5,11.5,85,6,1,0,0,1,93
31/07/2015 5:00,7,5,11,11,88,6,1,0,0,1,139
31/07/2015 6:00,7,6,11.5,11.5,82,4,1,0,0,1,639
31/07/2015 7:00,7,7,13.5,13.5,79.5,6,1,0,0,1,2021
31/07/2015 8:00,7,8,15.5,15.5,67.5,6,1,0,0,1,3874
31/07/2015 9:00,7,9,16,16,63,7,1,0,0,1,2367
31/07/2015 10:00,7,10,18.5,18.5,50.5,7.5,3,0,0,1,1351
31/07/2015 11:00,7,11,18.5,18.5,49,6.5,3,0,0,1,1289
31/07/2015 12:00,7,12,21,21,38,12,1,0,0,1,1643
31/07/2015 13:00,7,13,20.5,20.5,38,8,1,0,0,1,1894
31/07/2015 14:00,7,14,21,20.5,35.5,6.5,1,0,0,1,1798
31/07/2015 15:00,7,15,21.5,21,40.5,11,1,0,0,1,1920
31/07/2015 16:00,7,16,21.5,21,40.5,13,1,0,0,1,2574
31/07/2015 17:00,7,17,21,21,41.5,10,1,0,0,1,3993
31/07/2015 18:00,7,18,20.5,20.5,44.5,12,2,0,0,1,3275
31/07/2015 19:00,7,19,20,20,46,14,1,0,0,1,2260
31/07/2015 20:00,7,20,19,19,49,13,1,0,0,1,1597
31/07/2015 21:00,7,21,18,18,49,11,1,0,0,1,1188
31/07/2015 22:00,7,22,17.5,17.5,50.5,9,1,0,0,1,920
31/07/2015 23:00,7,23,16.5,16.5,53.5,8,1,0,0,1,835
01/08/2015 0:00,8,0,15.5,15.5,57,9,1,0,1,1,680
01/08/2015 1:00,8,1,14.5,14.5,61,8,1,0,1,1,621
01/08/2015 2:00,8,2,14,14,65,9,1,0,1,1,477
01/08/2015 3:00,8,3,13.5,13.5,69.5,9,1,0,1,1,297
01/08/2015 4:00,8,4,13,13,72,9,1,0,1,1,175
01/08/2015 5:00,8,5,13,13,72,8,1,0,1,1,141
01/08/2015 6:00,8,6,13,13,72,10,1,0,1,1,179
01/08/2015 7:00,8,7,14.5,14.5,65,9,1,0,1,1,327
01/08/2015 8:00,8,8,15.5,15.5,61,9,1,0,1,1,728
01/08/2015 9:00,8,9,17.5,17.5,52,11,1,0,1,1,1535
01/08/2015 10:00,8,10,18,18,52,13,1,0,1,1,2287
01/08/2015 11:00,8,11,19.5,19.5,44.5,13,2,0,1,1,2848
01/08/2015 12:00,8,12,20.5,20.5,43,12,2,0,1,1,3537
01/08/2015 13:00,8,13,20.5,20.5,40.5,16,1,0,1,1,3867
01/08/2015 14:00,8,14,22.5,21.5,37,18,1,0,1,1,4175
01/08/2015 15:00,8,15,22,21,39.5,18.5,1,0,1,1,3873
01/08/2015 16:00,8,16,21.5,21,40.5,19.5,1,0,1,1,3675
01/08/2015 17:00,8,17,21,21,44.5,19.5,1,0,1,1,3402
01/08/2015 18:00,8,18,21,21,46,16,1,0,1,1,2914
01/08/2015 19:00,8,19,20.5,20.5,51.5,17,2,0,1,1,2393
01/08/2015 20:00,8,20,19,19,56,14,1,0,1,1,1767
01/08/2015 21:00,8,21,19,19,58,12,1,0,1,1,1248
01/08/2015 22:00,8,22,18,18,64,12,1,0,1,1,924
01/08/2015 23:00,8,23,17,17,73,11,1,0,1,1,947
02/08/2015 0:00,8,0,16,16,77,11,1,0,1,1,794
02/08/2015 1:00,8,1,16,16,77,11,1,0,1,1,631
02/08/2015 2:00,8,2,15,15,82,9,1,0,1,1,434
02/08/2015 3:00,8,3,15,15,82,8,1,0,1,1,365
02/08/2015 4:00,8,4,14,14,88,8,1,0,1,1,252
02/08/2015 5:00,8,5,14,14,85,8,1,0,1,1,351
02/08/2015 6:00,8,6,14.5,14.5,79.5,5.5,1,0,1,1,360
02/08/2015 7:00,8,7,16.5,16.5,70,4,1,0,1,1,372
02/08/2015 8:00,8,8,17,17,68,6.5,1,0,1,1,550
02/08/2015 9:00,8,9,18,18,68,8,2,0,1,1,1079
02/08/2015 10:00,8,10,20,20,60,9,2,0,1,1,1850
02/08/2015 11:00,8,11,21.5,21.5,55,12,2,0,1,1,2611
02/08/2015 12:00,8,12,22.5,22.5,48.5,12,2,0,1,1,3449
02/08/2015 13:00,8,13,24,23.5,40,13,2,0,1,1,3777
02/08/2015 14:00,8,14,25,25,36,13,1,0,1,1,3794
02/08/2015 15:00,8,15,25,24,33,16,1,0,1,1,3881
02/08/2015 16:00,8,16,25,24.5,34,17.5,1,0,1,1,3660
02/08/2015 17:00,8,17,25,24,32,17,1,0,1,1,3857
02/08/2015 18:00,8,18,25,24,32,17,1,0,1,1,3465
02/08/2015 19:00,8,19,24,23,35,16,1,0,1,1,2875
02/08/2015 20:00,8,20,22.5,21.5,42.5,12,1,0,1,1,2126
02/08/2015 21:00,8,21,20.5,20.5,58.5,19.5,1,0,1,1,1308
02/08/2015 22:00,8,22,20,20,49.5,23,1,0,1,1,874
02/08/2015 23:00,8,23,19,19,54,24,1,0,1,1,580
03/08/2015 0:00,8,0,18,18,64,20,1,0,0,1,376
03/08/2015 1:00,8,1,18,18,68,7.5,1,0,0,1,215
03/08/2015 2:00,8,2,18,18,66,9,1,0,0,1,125
03/08/2015 3:00,8,3,17.5,17.5,68,6,1,0,0,1,57
03/08/2015 4:00,8,4,18,18,66,5,1,0,0,1,73
03/08/2015 5:00,8,5,18,18,66,8.5,1,0,0,1,153
03/08/2015 6:00,8,6,18.5,18.5,70.5,16,1,0,0,1,618
03/08/2015 7:00,8,7,19,19,75.5,20,3,0,0,1,2034
03/08/2015 8:00,8,8,20,20,73,18.5,2,0,0,1,4042
03/08/2015 9:00,8,9,21,21,69,24,2,0,0,1,2193
03/08/2015 10:00,8,10,22,22,65,22,3,0,0,1,1234
03/08/2015 11:00,8,11,22.5,22.5,61,23,2,0,0,1,1204
03/08/2015 12:00,8,12,23,23,57,25,3,0,0,1,1497
03/08/2015 13:00,8,13,24,24,54,26,3,0,0,1,1595
03/08/2015 14:00,8,14,23,23,61,27,2,0,0,1,1658
03/08/2015 15:00,8,15,22.5,22.5,63,26,2,0,0,1,1775
03/08/2015 16:00,8,16,21,21,73,24,3,0,0,1,2297
03/08/2015 17:00,8,17,20.5,20.5,71,20.5,3,0,0,1,4179
03/08/2015 18:00,8,18,20,20,69,21,3,0,0,1,3893
03/08/2015 19:00,8,19,19.5,19.5,71,18,3,0,0,1,2465
03/08/2015 20:00,8,20,19,19,68,16,2,0,0,1,1526
03/08/2015 21:00,8,21,18.5,18.5,75.5,13,2,0,0,1,1061
03/08/2015 22:00,8,22,17,17,83,12,1,0,0,1,700
03/08/2015 23:00,8,23,17.5,17.5,80.5,15,7,0,0,1,432
04/08/2015 0:00,8,0,17,17,80,14,7,0,0,1,231
04/08/2015 1:00,8,1,17,17,77,16,1,0,0,1,167
04/08/2015 2:00,8,2,17,17,77,18,1,0,0,1,104
04/08/2015 3:00,8,3,16.5,16.5,80,14,1,0,0,1,65
04/08/2015 4:00,8,4,16,16,77,19,1,0,0,1,71
04/08/2015 5:00,8,5,15,15,79.5,15,1,0,0,1,159
04/08/2015 6:00,8,6,15,15,77,17,1,0,0,1,791
04/08/2015 7:00,8,7,16.5,16.5,68,23,1,0,0,1,2358
04/08/2015 8:00,8,8,17.5,17.5,62,25,1,0,0,1,4611
04/08/2015 9:00,8,9,18.5,18.5,54,30.5,2,0,0,1,2224
04/08/2015 10:00,8,10,20.5,20.5,47.5,29.5,2,0,0,1,1331
04/08/2015 11:00,8,11,21,21,46,27,3,0,0,1,1246
04/08/2015 12:00,8,12,19.5,19.5,54.5,27,3,0,0,1,1661
04/08/2015 13:00,8,13,20,20,53,26,2,0,0,1,1681
04/08/2015 14:00,8,14,20.5,20.5,47.5,27,3,0,0,1,1528
04/08/2015 15:00,8,15,21,21,44.5,30.5,4,0,0,1,1797
04/08/2015 16:00,8,16,21.5,21,45,25,3,0,0,1,2297
04/08/2015 17:00,8,17,21,21,46,29,2,0,0,1,4364
04/08/2015 18:00,8,18,20,20,49,26,2,0,0,1,4297
04/08/2015 19:00,8,19,19.5,19.5,47.5,26,1,0,0,1,2587
04/08/2015 20:00,8,20,18,18,56,28,2,0,0,1,1718
04/08/2015 21:00,8,21,17,17,64,20,1,0,0,1,1077
04/08/2015 22:00,8,22,17,17,64,20.5,1,0,0,1,738
04/08/2015 23:00,8,23,16,16,68,17,1,0,0,1,541
05/08/2015 0:00,8,0,16,16,68,12,1,0,0,1,304
05/08/2015 1:00,8,1,16,16,72,11,1,0,0,1,186
05/08/2015 2:00,8,2,16,16,72,10,1,0,0,1,82
